Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine_cc,max_power_bhp,torque,seats,selling_price
Hyundai,Hyundai Grand i10,2018,32000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5,580000.0
Hyundai,Hyundai i20 Sportz,2013,70000.0,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,113.7Nm@ 4000rpm,5,340000.0
Hyundai,Hyundai EON Magna,2015,43000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,270000.0
Tata,Tata Zest Quadrajet,2017,80000.0,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,190Nm@ 1750-3000rpm,5,280000.0
Tata,Tata Indica Vista,2012,60000.0,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,190Nm@ 1750-3000rpm,5,130000.0
Hyundai,Hyundai EON Era,2014,18945.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,260000.0
Hyundai,Hyundai Grand i10,2018,70000.0,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5,710000.0
Maruti,Maruti Eeco Smiles,2013,100000.0,Petrol,Individual,Manual,Third Owner,15.1,1196.0,73.0,101Nm@ 3000rpm,7,204999.0
Datsun,Datsun GO Plus,2017,60000.0,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,104Nm@ 4000rpm,7,300000.0
Maruti,Maruti Swift Dzire,2009,144000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5,180000.0
Mahindra,Mahindra TUV 300,2016,120000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7,700000.0
Hyundai,Hyundai i20 1.4,2012,107825.0,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,22.4 kgm at 1750-2750rpm,5,320000.0
Maruti,Maruti Alto 800,2020,15000.0,Petrol,Individual,Manual,First Owner,22.05,796.0,47.3,69Nm@ 3500rpm,5,370000.0
Renault,Renault KWID RXT,2018,10000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,340000.0
Maruti,Maruti XL6 Alpha,2019,1620.0,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,138nm@ 4400rpm,6,1040000.0
Hyundai,Hyundai i20 Active,2018,30000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.76,219.66nm@ 1500-2750rpm,5,750000.0
Mahindra,Mahindra TUV 300,2018,70000.0,Diesel,Individual,Manual,First Owner,18.49,2179.0,120.0,280Nm@ 1800-2800rpm,9,600000.0
Mahindra,Mahindra Bolero 2011-2019,2016,70000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9,550000.0
Toyota,Toyota Innova 2.5,2013,95000.0,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,200Nm@ 1400-3400rpm,7,600000.0
Tata,Tata Tigor 1.05,2017,50000.0,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,140Nm@ 1800-3000rpm,5,550000.0
Honda,Honda City i,2015,160000.0,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,200Nm@ 1750rpm,5,750000.0
Hyundai,Hyundai Santro Magna,2019,10000.0,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,99Nm@ 4500rpm,5,450000.0
Maruti,Maruti Ertiga VDI,2012,100000.0,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7,400000.0
Maruti,Maruti Swift VDI,2016,50000.0,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5,520000.0
Maruti,Maruti Alto K10,2013,60000.0,Petrol,Individual,Manual,Second Owner,20.2,998.0,67.1,90Nm@ 3500rpm,5,199000.0
Chevrolet,Chevrolet Beat Diesel,2012,110000.0,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,150Nm@ 1750rpm,5,150000.0
Hyundai,Hyundai i20 Active,2016,80000.0,Diesel,Individual,Manual,Third Owner,21.19,1396.0,88.73,219.66nm@ 1500-2750rpm,5,540000.0
Maruti,Maruti SX4 ZDI,2011,85000.0,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,200Nm@ 1750rpm,5,250000.0
Maruti,Maruti Wagon R,2010,90000.0,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,84Nm@ 3500rpm,5,200000.0
Tata,Tata Indica V2,2011,90000.0,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,140Nm@ 1800-3000rpm,5,130000.0
Maruti,Maruti 800 AC,2007,90000.0,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4,90000.0
Hyundai,Hyundai Verna 1.6,2012,120000.0,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5,450000.0
Hyundai,Hyundai Verna CRDi,2009,120000.0,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,280000.0
Tata,Tata New Safari,2007,160000.0,Diesel,Individual,Manual,Second Owner,13.93,2956.0,138.1,320Nm@ 1700-2700rpm,7,280000.0
Maruti,Maruti Zen LXI,2006,141000.0,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,78Nm@ 4500rpm,5,120000.0
Maruti,Maruti Swift Ldi,2008,100000.0,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,190Nm@ 2000rpm,5,290000.0
Hyundai,Hyundai Creta 1.4,2019,15000.0,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,219.7Nm@ 1500-2750rpm,5,1000000.0
Maruti,Maruti Swift Dzire,2012,108000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5,415000.0
Maruti,Maruti Swift Dzire,2012,108000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,415000.0
Chevrolet,Chevrolet Beat Diesel,2015,55000.0,Diesel,Individual,Manual,First Owner,25.44,936.0,56.3,142.5Nm@ 1750rpm,5,240000.0
Tata,Tata Indica Vista,2010,37944.0,Diesel,Individual,Manual,First Owner,18.4,1248.0,75.0,190Nm@ 1750rpm,5,250000.0
Ford,Ford Figo Diesel,2011,90400.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5,175000.0
Hyundai,Hyundai Verna CRDi,2008,85000.0,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,220000.0
Maruti,Maruti Zen D,2003,120000.0,Diesel,Individual,Manual,Third Owner,20.8,1527.0,58.0,789Nm@ 2250rpm,5,85000.0
Maruti,Maruti Swift Dzire,2019,5000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,675000.0
Renault,Renault Duster 85PS,2016,50000.0,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,200Nm@ 1750rpm,5,535000.0
Renault,Renault Triber RXZ,2019,5000.0,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,96Nm@ 3500rpm,7,675000.0
Maruti,Maruti Vitara Brezza,2016,90000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5,800000.0
Maruti,Maruti Ertiga ZDI,2012,96000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,200Nm@ 1750rpm,7,425000.0
Maruti,Maruti Eeco 5,2011,80000.0,Petrol,Individual,Manual,Third Owner,15.37,1196.0,73.0,101Nm@ 3000rpm,5,150000.0
Maruti,Maruti Zen Estilo,2007,60000.0,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,84Nm@ 3500rpm,5,90000.0
Mahindra,Mahindra XUV500 W6,2015,90000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7,850000.0
Toyota,Toyota Innova 2.5,2008,193623.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8,330000.0
Hyundai,Hyundai i20 1.4,2017,63186.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5,850000.0
Mahindra,Mahindra Bolero SLX,2008,219000.0,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7,305000.0
Toyota,Toyota Innova 2.5,2013,110000.0,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,200Nm@ 1400-3400rpm,7,910000.0
Toyota,Toyota Innova 2.5,2012,151000.0,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8,1100000.0
Maruti,Maruti Baleno Zeta,2019,5000.0,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,115Nm@ 4000rpm,5,675000.0
Maruti,Maruti Alto LXi,2010,91500.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,150000.0
Maruti,Maruti Swift VDI,2015,23000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5,550000.0
Volkswagen,Volkswagen Vento Diesel,2012,40000.0,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,250Nm@ 1500-2500rpm,5,350000.0
Maruti,Maruti Ritz VDi,2012,70000.0,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,190Nm@ 2000rpm,5,300000.0
Toyota,Toyota Innova Crysta,2018,10000.0,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,360Nm@ 1200-3400rpm,7,1745000.0
Mahindra,Mahindra Scorpio 2009-2014,2014,90000.0,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,200Nm@ 1400-2200rpm,7,611000.0
Honda,Honda Brio S,2016,68000.0,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,109Nm@ 4500rpm,5,400000.0
Hyundai,Hyundai Elantra CRDi,2013,120000.0,Diesel,Individual,Manual,First Owner,22.7,1582.0,126.24,259.87Nm@ 1900-2750rpm,5,700000.0
Chevrolet,Chevrolet Sail Hatchback,2013,65000.0,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,205Nm@ 1750rpm,5,300000.0
Hyundai,Hyundai Getz GLS,2005,85000.0,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,115Nm@ 3200rpm,5,65000.0
Maruti,Maruti Wagon R,2011,94000.0,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,200000.0
Hyundai,Hyundai i20 Asta,2015,100000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5,650000.0
Hyundai,Hyundai i20 Asta,2015,80000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5,650000.0
Volkswagen,Volkswagen Polo Diesel,2013,80000.0,Diesel,Individual,Manual,Third Owner,22.07,1199.0,73.9,180Nm@ 2000rpm,5,350000.0
Tata,Tata Indica V2,2011,140500.0,Diesel,Individual,Manual,Third Owner,17.88,1396.0,52.8,85Nm@ 2500rpm,5,75000.0
Maruti,Maruti Swift Dzire,2010,143000.0,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,114Nm@ 4000rpm,5,240000.0
Maruti,Maruti Alto K10,2013,60000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5,240000.0
Tata,Tata Indica Vista,2011,120000.0,Diesel,Individual,Manual,Second Owner,18.4,1248.0,75.0,190Nm@ 1750rpm,5,180000.0
Hyundai,Hyundai Santa Fe,2014,80000.0,Diesel,Individual,Automatic,Second Owner,13.01,2199.0,194.3,436.39Nm@ 1800-2500rpm,7,900000.0
Mahindra,Mahindra Thar DI,2014,63000.0,Diesel,Individual,Manual,Second Owner,18.06,2523.0,63.0,182.5Nm@ 1500-1800rpm,7,425000.0
Chevrolet,Chevrolet Spark 1,2009,120000.0,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5,95000.0
Maruti,Maruti Swift Dzire,2018,100000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5,811000.0
Hyundai,Hyundai Verna VTVT,2018,60000.0,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,151Nm@ 4850rpm,5,1100000.0
Chevrolet,Chevrolet Tavera Neo,2013,90000.0,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,171Nm@ 1800rpm,9,600000.0
Maruti,Maruti Ertiga VDI,2014,50000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7,550000.0
Mahindra,Mahindra Scorpio S4,2015,70000.0,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,280Nm@ 1800-2800rpm,7,715000.0
Mahindra,Mahindra Xylo E8,2010,40000.0,Diesel,Individual,Manual,First Owner,,,,,,300000.0
Tata,Tata Indigo LS,2006,120000.0,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,"13.5@ 2,500(kgm@ rpm)",5,100000.0
Mahindra,Mahindra Scorpio EX,2013,195000.0,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,200Nm@ 1400-2200rpm,8,500000.0
Maruti,Maruti Wagon R,2013,40000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,350000.0
Tata,Tata Indica V2,2008,40000.0,Diesel,Individual,Manual,First Owner,16.8,1405.0,62.0,"12.5@ 2,500(kgm@ rpm)",5,100000.0
Tata,Tata Safari DICOR,2012,120000.0,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,320Nm@ 1700-2700rpm,7,325000.0
Maruti,Maruti Wagon R,2012,360003.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,220000.0
Maruti,Maruti 800 AC,1999,60000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4,55000.0
Renault,Renault KWID RXT,2016,20000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,330000.0
Mahindra,Mahindra Bolero 2011-2019,2014,37000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7,480000.0
Maruti,Maruti S-Cross 2017-2020,2018,57000.0,Diesel,Individual,Manual,Second Owner,25.1,1248.0,88.5,200Nm@ 1750rpm,5,950000.0
Hyundai,Hyundai Verna Transform,2011,110000.0,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,24 KGM at 1900-2750 RPM,5,300000.0
Hyundai,Hyundai Verna Xi,2006,110000.0,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599.0,103.2,"14.9@ 3,000(kgm@ rpm)",5,170000.0
Toyota,Toyota Innova 2.5,2013,120000.0,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,200Nm@ 1400-3400rpm,8,850000.0
Tata,Tata Tigor 2017-2020,2019,8079.0,Diesel,Dealer,Manual,First Owner,24.7,1047.0,69.0,140Nm@ 1800-3000rpm,5,900000.0
Toyota,Toyota Innova 2.5,2015,114368.0,Diesel,Dealer,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7,1325000.0
Ford,Ford Fiesta Classic,2012,79990.0,Diesel,Dealer,Manual,Second Owner,17.8,1399.0,67.0,160Nm@ 2000rpm,5,350000.0
Ford,Ford Figo Diesel,2012,81632.0,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5,425000.0
Ford,Ford Aspire Titanium,2016,155201.0,Diesel,Dealer,Manual,First Owner,26.1,1498.0,99.23,215Nm@ 1750-3000rpm,5,600000.0
Ford,Ford Ecosport 1.5,2014,101504.0,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,204Nm@ 2000-2750rpm,5,750000.0
Ford,Ford Fiesta Classic,2012,90165.0,Diesel,Dealer,Manual,First Owner,17.8,1399.0,67.0,160Nm@ 2000rpm,5,450000.0
Ford,Ford Figo Titanium,2010,86017.0,Diesel,Dealer,Manual,Second Owner,25.5,1498.0,99.23,215Nm@ 1750-3000,5,325000.0
Mahindra,Mahindra XUV500 W8,2013,85036.0,Diesel,Dealer,Manual,Second Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7,900000.0
Fiat,Fiat Punto 1.3,2013,160254.0,Diesel,Dealer,Manual,Second Owner,,,,,,350000.0
Ford,Ford EcoSport 1.5,2013,125531.0,Diesel,Dealer,Manual,Second Owner,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5,600000.0
Hyundai,Hyundai Verna VTVT,2019,10000.0,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,151Nm@ 4850rpm,5,1100000.0
Tata,Tata Tiago 1.2,2017,20000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5,520000.0
Mahindra,Mahindra Scorpio S10,2015,170000.0,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,280Nm@ 1800-2800rpm,7,885000.0
Tata,Tata Nexon 1.5,2018,40000.0,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5,950000.0
Honda,Honda City 1.5,2008,120000.0,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5,229999.0
Maruti,Maruti Ritz VDi,2013,100000.0,Diesel,Individual,Manual,Third Owner,23.2,1248.0,73.94,190Nm@ 2000rpm,5,409999.0
Ford,Ford Fiesta EXi,2011,110000.0,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,"16.3@ 2,000(kgm@ rpm)",5,300000.0
Tata,Tata Indica V2,2008,120000.0,Diesel,Individual,Manual,Third Owner,16.8,1405.0,68.0,"13@ 2,500(kgm@ rpm)",5,175000.0
Maruti,Maruti Alto LX,2000,206000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,108000.0
Maruti,Maruti Celerio ZXI,2017,40000.0,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5,425000.0
Chevrolet,Chevrolet Optra Magnum,2011,170000.0,Diesel,Individual,Manual,Fourth & Above Owner,16.52,1991.0,123.7,305Nm@ 2000rpm,5,272000.0
Hyundai,Hyundai i10 Magna,2013,70000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5,310000.0
Hyundai,Hyundai Creta 1.4,2017,105000.0,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,219.7Nm@ 1500-2750rpm,5,1125000.0
Hyundai,Hyundai Xcent 1.2,2014,46000.0,Petrol,Individual,Manual,Second Owner,19.1,1197.0,81.86,113.75Nm@ 4000rpm,5,450000.0
Volkswagen,Volkswagen Polo Diesel,2011,80000.0,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,180Nm@ 2000rpm,5,388000.0
Hyundai,Hyundai Verna Transform,2011,60000.0,Petrol,Individual,Manual,First Owner,16.2,1599.0,103.2,14.9 KGM at 3000 RPM,5,400000.0
Honda,Honda City i,2015,70000.0,Diesel,Individual,Manual,Third Owner,25.1,1498.0,98.6,200Nm@ 1750rpm,5,760000.0
Maruti,Maruti Alto LXi,2009,90000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,120000.0
Maruti,Maruti Swift Dzire,2019,25000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5,757000.0
Maruti,Maruti Alto 800,2015,53000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5,270000.0
Tata,Tata Sumo MKII,2011,90000.0,Diesel,Individual,Manual,Second Owner,13.55,2179.0,118.35,250Nm@ 1500-3000rpm,7,250000.0
Toyota,Toyota Innova Crysta,2011,60000.0,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7,800000.0
Toyota,Toyota Fortuner 4x2,2014,150000.0,Diesel,Individual,Manual,First Owner,13.0,2982.0,168.5,343Nm@ 1400-3400rpm,7,1380000.0
Mahindra,Mahindra Thar CRDe,2014,24000.0,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,6,700000.0
Honda,Honda Mobilio S,2016,100000.0,Diesel,Individual,Manual,Second Owner,24.2,1498.0,98.6,200Nm@ 1750rpm,7,450000.0
Mahindra,Mahindra KUV 100,2018,6000.0,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,115Nm@ 3500-3600rpm,6,650000.0
Mahindra,Mahindra XUV500 W8,2013,49700.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7,950000.0
Toyota,Toyota Innova 2.5,2007,80000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7,626000.0
Toyota,Toyota Qualis Fleet,2000,100000.0,Diesel,Individual,Manual,First Owner,,,,,,200000.0
Maruti,Maruti Swift Dzire,2019,10000.0,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,600000.0
Renault,Renault KWID RXT,2019,21000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,290000.0
Maruti,Maruti Alto K10,2013,25000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5,215000.0
Renault,Renault KWID RXT,2016,22000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,250000.0
Maruti,Maruti Ertiga SHVS,2017,50000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7,750000.0
Maruti,Maruti Alto K10,2016,20000.0,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5,250000.0
Honda,Honda BRV i-VTEC,2017,15000.0,Petrol,Individual,Automatic,First Owner,15.4,1497.0,117.3,145Nm@ 4600rpm,7,950000.0
Ford,Ford Figo Aspire,2018,30000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215Nm@ 1750-3000rpm,5,793000.0
Hyundai,Hyundai Creta 1.6,2015,74000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5,750000.0
Honda,Honda Jazz V,2017,6550.0,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,110Nm@ 4800rpm,5,725000.0
Hyundai,Hyundai Grand i10,2016,30000.0,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5,480000.0
BMW,BMW X6 xDrive30d,2013,56000.0,Diesel,Dealer,Automatic,First Owner,11.2,2993.0,241.0,540Nm@ 2000rpm,4,3750000.0
Maruti,Maruti Swift Dzire,2018,41779.0,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,795000.0
Honda,Honda Jazz 1.2,2016,54000.0,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,110Nm@ 4800rpm,5,625000.0
Mercedes-Benz,Mercedes-Benz E-Class E250,2016,31000.0,Diesel,Dealer,Automatic,First Owner,13.0,2143.0,204.0,500Nm@ 1600-1800rpm,5,2900000.0
Maruti,Maruti Ignis 1.3,2017,37000.0,Diesel,Individual,Automatic,First Owner,26.8,1248.0,74.0,190Nm@ 2000rpm,5,625000.0
Chevrolet,Chevrolet Cruze LTZ,2011,90000.0,Diesel,Individual,Automatic,Second Owner,18.1,1991.0,147.9,327Nm@ 2600rpm,4,440000.0
Toyota,Toyota Corolla Altis,2018,13534.0,Petrol,Dealer,Manual,First Owner,14.28,1798.0,138.03,173Nm@ 4000rpm,5,1400000.0
Toyota,Toyota Corolla Altis,2017,7000.0,Petrol,Dealer,Automatic,Second Owner,14.53,1794.0,138.1,173Nm@ 4000rpm,5,1450000.0
Mercedes-Benz,Mercedes-Benz GLA Class,2017,23000.0,Diesel,Dealer,Automatic,First Owner,17.9,2143.0,136.0,300Nm@ 1600-3000rpm,5,2700000.0
Toyota,Toyota Innova Crysta,2019,43000.0,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,360Nm@ 1200-3400rpm,8,1925000.0
Kia,Kia Seltos HTX,2020,5000.0,Diesel,Dealer,Automatic,First Owner,17.8,1493.0,113.4,250nm@ 1500-2750rpm,5,1900000.0
Maruti,Maruti Ciaz RS,2017,70000.0,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,200Nm@ 1750rpm,5,844999.0
Skoda,Skoda Rapid 1.5,2016,99000.0,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,250Nm@ 1500-2500rpm,5,650000.0
Maruti,Maruti Swift ZXI,2018,15000.0,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,750000.0
BMW,BMW 6 Series,2018,28156.0,Diesel,Dealer,Automatic,First Owner,17.09,2993.0,261.4,620Nm@ 2000-2500rpm,4,6000000.0
Honda,Honda Jazz 1.2,2015,30000.0,Petrol,Dealer,Manual,First Owner,18.7,1199.0,88.7,110Nm@ 4800rpm,5,610000.0
Toyota,Toyota Fortuner 2.8,2018,100000.0,Diesel,Dealer,Automatic,First Owner,12.9,2755.0,174.5,450Nm@ 1600-2400rpm,7,2940000.0
Hyundai,Hyundai Creta 1.6,2017,63309.0,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5,1150000.0
Toyota,Toyota Innova Crysta,2016,94000.0,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,360Nm@ 1200-3400rpm,7,1825000.0
Hyundai,Hyundai Elite i20,2018,29000.0,Petrol,Dealer,Automatic,First Owner,17.4,1197.0,81.86,117nm@ 4000rpm,5,890000.0
Jaguar,Jaguar XE 2016-2019,2017,9000.0,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5,2625000.0
Lexus,Lexus ES 300h,2019,20000.0,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5,5150000.0
Jaguar,Jaguar XF 2,2017,45000.0,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,430Nm@ 1750-2500rpm,5,3200000.0
Tata,Tata Safari Storme,2015,110000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7,503000.0
Volvo,Volvo XC40 D4,2019,20000.0,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,400Nm,5,3800000.0
Toyota,Toyota Camry 2.5,2016,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,213Nm@ 4500rpm,5,2000000.0
Maruti,Maruti Wagon R,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,90Nm@ 3500rpm,5,225000.0
Maruti,Maruti Baleno Alpha,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5,740000.0
Honda,Honda Jazz VX,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,110Nm@ 4800rpm,5,550000.0
