Company,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine_cc,max_power_bhp,seats,selling_price
Maruti,2017,70000.0,Diesel,Dealers,Manual,First Owner,3.132787468850125,1248.0,88.5,5,844999.0
Skoda,2016,99000.0,Diesel,Dealers,Automatic,First Owner,4.062788550323176,1498.0,103.52,5,650000.0
Maruti,2018,15000.0,Petrol,Dealers,Manual,First Owner,4.636363636363637,1197.0,81.8,5,750000.0
BMW,2018,28156.0,Diesel,Dealers,Automatic,First Owner,5.149210064365126,2993.0,261.4,4,6000000.0
Honda,2015,30000.0,Petrol,Dealers,Manual,First Owner,5.454545454545454,1199.0,88.7,5,610000.0
Toyota,2018,100000.0,Diesel,Dealers,Automatic,First Owner,6.821705426356589,2755.0,174.5,7,2940000.0
Hyundai,2017,63309.0,Diesel,Dealers,Manual,First Owner,4.473817996949669,1582.0,126.2,5,1150000.0
Toyota,2016,94000.0,Diesel,Dealers,Automatic,First Owner,7.746478873239437,2755.0,171.5,7,1825000.0
Hyundai,2018,29000.0,Petrol,Dealers,Automatic,First Owner,5.862068965517242,1197.0,81.86,5,890000.0
others,2017,9000.0,Diesel,Dealers,Automatic,First Owner,6.470588235294118,1999.0,177.0,5,2625000.0
others,2019,20000.0,Petrol,Dealers,Automatic,First Owner,4.559678140366563,2487.0,214.56,5,5150000.0
others,2017,45000.0,Diesel,Dealers,Automatic,First Owner,4.55250905328505,1999.0,177.0,5,3200000.0
Tata,2015,110000.0,Diesel,Individual,Manual,First Owner,6.24113475177305,2179.0,147.94,7,503000.0
others,2019,20000.0,Diesel,Individual,Automatic,First Owner,4.888888888888888,1969.0,190.0,5,3800000.0
Toyota,2016,68089.0,Petrol,Dealers,Automatic,First Owner,5.323590814196242,2494.0,157.7,5,2000000.0
Maruti,2013,58343.0,Petrol,Dealers,Manual,First Owner,4.681046351537403,998.0,67.05,5,225000.0
Maruti,2018,38817.0,Diesel,Dealers,Manual,First Owner,3.21285140562249,1248.0,74.0,5,740000.0
Honda,2016,56494.0,Petrol,Dealers,Manual,First Owner,5.604395604395604,1199.0,88.7,5,550000.0
Toyota,2013,79328.0,Diesel,Dealers,Manual,Second Owner,6.774441878367975,2494.0,100.6,7,750000.0
Maruti,2019,5621.0,Petrol,Dealers,Automatic,First Owner,4.636363636363637,1197.0,81.8,5,650000.0
Toyota,2017,25538.0,Petrol,Dealers,Manual,First Owner,6.078665077473182,1496.0,88.73,5,625000.0
Maruti,2018,69779.0,Petrol,Dealers,Automatic,First Owner,4.636363636363637,1197.0,81.8,5,600000.0
Hyundai,2017,56290.0,Diesel,Dealers,Manual,First Owner,3.6666666666666665,1186.0,73.97,5,450000.0
BMW,2019,7500.0,Diesel,Dealers,Automatic,First Owner,5.244338498212157,1995.0,190.0,5,5400000.0
BMW,2019,8500.0,Diesel,Dealers,Automatic,First Owner,5.244338498212157,1995.0,190.0,5,5500000.0
Honda,2019,7032.0,Petrol,Dealers,Automatic,First Owner,5.368421052631579,1199.0,88.76,5,779000.0
Skoda,2016,11000.0,Petrol,Dealers,Automatic,First Owner,7.132867132867132,1598.0,103.5,5,645000.0
others,2018,2000.0,Diesel,Dealers,Automatic,First Owner,5.238095238095238,1984.0,150.0,5,2475000.0
others,2017,9000.0,Diesel,Dealers,Automatic,First Owner,6.470588235294118,1999.0,177.0,5,2625000.0
others,2019,20000.0,Petrol,Dealers,Automatic,First Owner,4.559678140366563,2487.0,214.56,5,5150000.0
others,2017,45000.0,Diesel,Dealers,Automatic,First Owner,4.55250905328505,1999.0,177.0,5,3200000.0
Tata,2015,110000.0,Diesel,Individual,Manual,First Owner,6.24113475177305,2179.0,147.94,7,503000.0
others,2019,20000.0,Diesel,Individual,Automatic,First Owner,4.888888888888888,1969.0,190.0,5,3800000.0
Toyota,2016,68089.0,Petrol,Dealers,Automatic,First Owner,5.323590814196242,2494.0,157.7,5,2000000.0
Maruti,2013,58343.0,Petrol,Dealers,Manual,First Owner,4.681046351537403,998.0,67.05,5,225000.0
Maruti,2018,38817.0,Diesel,Dealers,Manual,First Owner,3.21285140562249,1248.0,74.0,5,740000.0
Honda,2016,56494.0,Petrol,Dealers,Manual,First Owner,5.604395604395604,1199.0,88.7,5,550000.0
Toyota,2013,79328.0,Diesel,Dealers,Manual,Second Owner,6.774441878367975,2494.0,100.6,7,750000.0
Maruti,2019,5621.0,Petrol,Dealers,Automatic,First Owner,4.636363636363637,1197.0,81.8,5,650000.0
Toyota,2017,25538.0,Petrol,Dealers,Manual,First Owner,6.078665077473182,1496.0,88.73,5,625000.0
Maruti,2018,69779.0,Petrol,Dealers,Automatic,First Owner,4.636363636363637,1197.0,81.8,5,600000.0
Hyundai,2017,56290.0,Diesel,Dealers,Manual,First Owner,3.6666666666666665,1186.0,73.97,5,450000.0
BMW,2019,7500.0,Diesel,Dealers,Automatic,First Owner,5.244338498212157,1995.0,190.0,5,5400000.0
BMW,2019,8500.0,Diesel,Dealers,Automatic,First Owner,5.244338498212157,1995.0,190.0,5,5500000.0
Honda,2019,7032.0,Petrol,Dealers,Automatic,First Owner,5.368421052631579,1199.0,88.76,5,779000.0
Skoda,2016,11000.0,Petrol,Dealers,Automatic,First Owner,7.132867132867132,1598.0,103.5,5,645000.0
others,2018,2000.0,Diesel,Dealers,Automatic,First Owner,5.238095238095238,1984.0,150.0,5,2475000.0
others,2017,9000.0,Diesel,Dealers,Automatic,First Owner,6.470588235294118,1999.0,177.0,5,2625000.0
others,2019,20000.0,Petrol,Dealers,Automatic,First Owner,4.559678140366563,2487.0,214.56,5,5150000.0
others,2017,45000.0,Diesel,Dealers,Automatic,First Owner,4.55250905328505,1999.0,177.0,5,3200000.0
Tata,2015,110000.0,Diesel,Individual,Manual,First Owner,6.24113475177305,2179.0,147.94,7,503000.0
others,2019,20000.0,Diesel,Individual,Automatic,First Owner,4.888888888888888,1969.0,190.0,5,3800000.0
Toyota,2016,68089.0,Petrol,Dealers,Automatic,First Owner,5.323590814196242,2494.0,157.7,5,2000000.0
Maruti,2013,58343.0,Petrol,Dealers,Manual,First Owner,4.681046351537403,998.0,67.05,5,225000.0
Maruti,2018,38817.0,Diesel,Dealers,Manual,First Owner,3.21285140562249,1248.0,74.0,5,740000.0
Honda,2016,56494.0,Petrol,Dealers,Manual,First Owner,5.604395604395604,1199.0,88.7,5,550000.0
Toyota,2013,79328.0,Diesel,Dealers,Manual,Second Owner,6.774441878367975,2494.0,100.6,7,750000.0
Maruti,2019,5621.0,Petrol,Dealers,Automatic,First Owner,4.636363636363637,1197.0,81.8,5,650000.0
Toyota,2017,25538.0,Petrol,Dealers,Manual,First Owner,6.078665077473182,1496.0,88.73,5,625000.0
Maruti,2018,69779.0,Petrol,Dealers,Automatic,First Owner,4.636363636363637,1197.0,81.8,5,600000.0
Hyundai,2017,56290.0,Diesel,Dealers,Manual,First Owner,3.6666666666666665,1186.0,73.97,5,450000.0
BMW,2019,7500.0,Diesel,Dealers,Automatic,First Owner,5.244338498212157,1995.0,190.0,5,5400000.0
BMW,2019,8500.0,Diesel,Dealers,Automatic,First Owner,5.244338498212157,1995.0,190.0,5,5500000.0
Honda,2019,7032.0,Petrol,Dealers,Automatic,First Owner,5.368421052631579,1199.0,88.76,5,779000.0
Skoda,2016,11000.0,Petrol,Dealers,Automatic,First Owner,7.132867132867132,1598.0,103.5,5,645000.0
others,2018,2000.0,Diesel,Dealers,Automatic,First Owner,5.238095238095238,1984.0,150.0,5,2475000.0
others,2017,9000.0,Diesel,Dealers,Automatic,First Owner,6.470588235294118,1999.0,177.0,5,2625000.0
others,2019,20000.0,Petrol,Dealers,Automatic,First Owner,4.559678140366563,2487.0,214.56,5,5150000.0
others,2017,45000.0,Diesel,Dealers,Automatic,First Owner,4.55250905328505,1999.0,177.0,5,3200000.0
Tata,2015,110000.0,Diesel,Individual,Manual,First Owner,6.24113475177305,2179.0,147.94,7,503000.0
others,2019,20000.0,Diesel,Individual,Automatic,First Owner,4.888888888888888,1969.0,190.0,5,3800000.0
Toyota,2016,68089.0,Petrol,Dealers,Automatic,First Owner,5.323590814196242,2494.0,157.7,5,2000000.0
Maruti,2013,58343.0,Petrol,Dealers,Manual,First Owner,4.681046351537403,998.0,67.05,5,225000.0
Maruti,2018,38817.0,Diesel,Dealers,Manual,First Owner,3.21285140562249,1248.0,74.0,5,740000.0
Honda,2016,56494.0,Petrol,Dealers,Manual,First Owner,5.604395604395604,1199.0,88.7,5,550000.0
Toyota,2013,79328.0,Diesel,Dealers,Manual,Second Owner,6.774441878367975,2494.0,100.6,7,750000.0
Maruti,2019,5621.0,Petrol,Dealers,Automatic,First Owner,4.636363636363637,1197.0,81.8,5,650000.0
Toyota,2017,25538.0,Petrol,Dealers,Manual,First Owner,6.078665077473182,1496.0,88.73,5,625000.0
Maruti,2018,69779.0,Petrol,Dealers,Automatic,First Owner,4.636363636363637,1197.0,81.8,5,600000.0
Hyundai,2017,56290.0,Diesel,Dealers,Manual,First Owner,3.6666666666666665,1186.0,73.97,5,450000.0
BMW,2019,7500.0,Diesel,Dealers,Automatic,First Owner,5.244338498212157,1995.0,190.0,5,5400000.0
BMW,2019,8500.0,Diesel,Dealers,Automatic,First Owner,5.244338498212157,1995.0,190.0,5,5500000.0
Honda,2019,7032.0,Petrol,Dealers,Automatic,First Owner,5.368421052631579,1199.0,88.76,5,779000.0
Skoda,2016,11000.0,Petrol,Dealers,Automatic,First Owner,7.132867132867132,1598.0,103.5,5,645000.0
others,2018,2000.0,Diesel,Dealers,Automatic,First Owner,5.238095238095238,1984.0,150.0,5,2475000.0
Tata,2017,155000.0,Diesel,Individual,Manual,First Owner,3.52,1396.0,69.01,5,385000.0
Maruti,2016,35000.0,Petrol,Individual,Automatic,First Owner,4.415584415584416,998.0,67.04,5,400000.0
Hyundai,2018,50000.0,Diesel,Individual,Manual,First Owner,3.6666666666666665,1186.0,73.97,5,550000.0
Chevrolet,2010,185000.0,Diesel,Individual,Manual,First Owner,5.945945945945945,2499.0,80.0,7,270000.0
Tata,2013,175000.0,Diesel,Individual,Manual,Second Owner,4.609743321110529,1396.0,69.0,5,200000.0
Renault,2016,11500.0,Petrol,Individual,Manual,First Owner,4.052443384982121,799.0,53.3,5,310000.0
Hyundai,2019,3000.0,Diesel,Individual,Manual,First Owner,3.4645669291338583,1186.0,73.97,5,700000.0
Chevrolet,2015,80000.0,Diesel,Individual,Manual,Second Owner,3.981900452488688,1248.0,74.0,5,480000.0
Maruti,2005,40000.0,Petrol,Individual,Manual,Second Owner,5.177664974619289,796.0,46.3,5,90000.0
Maruti,2005,40000.0,Petrol,Individual,Manual,Second Owner,5.177664974619289,796.0,46.3,5,80000.0
Maruti,2015,90000.0,Diesel,Individual,Manual,First Owner,3.793103448275862,1248.0,73.94,5,350000.0
Maruti,2017,100000.0,Diesel,Individual,Manual,First Owner,3.7209302325581395,1248.0,88.5,5,600000.0
Mahindra,2011,120000.0,Diesel,Individual,Manual,Third Owner,6.518518518518518,2179.0,115.0,5,350000.0
Maruti,2018,50000.0,Diesel,Individual,Manual,First Owner,3.6213991769547325,1248.0,88.5,5,770000.0
Mahindra,2012,25000.0,Diesel,Individual,Manual,First Owner,4.184498335710889,1461.0,65.0,5,350000.0
Mahindra,2011,50000.0,Diesel,Individual,Manual,Third Owner,7.3029045643153525,2179.0,120.0,8,600000.0
Mahindra,2016,71000.0,Diesel,Individual,Manual,First Owner,4.7593293672255275,1493.0,100.0,7,750000.0
Maruti,2016,40000.0,Petrol,Individual,Manual,First Owner,4.973183812774256,998.0,67.04,5,340000.0
Hyundai,2018,31800.0,Petrol,Individual,Manual,First Owner,5.483870967741935,1197.0,81.86,5,650000.0
Hyundai,2014,65000.0,Petrol,Individual,Manual,First Owner,5.009823182711199,1197.0,78.9,5,300000.0
Maruti,2014,15000.0,Petrol,Individual,Manual,Second Owner,4.485488126649077,796.0,47.3,5,204999.0
Mahindra,2012,70000.0,Diesel,Individual,Manual,Second Owner,4.23076923076923,1461.0,65.0,5,254999.0
Ford,2017,5000.0,Petrol,Individual,Manual,First Owner,5.616740088105726,1196.0,86.8,5,650000.0
Hyundai,2017,50000.0,Petrol,Individual,Manual,Second Owner,4.834123222748815,814.0,55.2,5,280000.0
Tata,2011,80000.0,Diesel,Individual,Manual,First Owner,5.116279069767442,1396.0,53.5,5,100000.0
Chevrolet,2014,70000.0,Diesel,Individual,Manual,Second Owner,6.480117820324006,2499.0,72.4,9,575000.0
Maruti,2017,40000.0,Diesel,Individual,Manual,First Owner,3.6213991769547325,1248.0,88.5,5,780000.0
Mahindra,2013,157000.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,62.1,7,467000.0
Mahindra,2015,90000.0,Diesel,Individual,Manual,First Owner,5.7142857142857135,2179.0,120.0,7,1050000.0
Hyundai,2011,80000.0,Petrol,Individual,Manual,Second Owner,5.1489146895507325,1086.0,68.05,5,225000.0
Hyundai,2004,80000.0,Petrol,Individual,Automatic,Third Owner,5.691964285714286,1086.0,62.1,5,80000.0
Toyota,2012,80000.0,Diesel,Individual,Manual,First Owner,3.7303942348452734,1364.0,67.04,5,300000.0
Mahindra,2012,70000.0,Diesel,Individual,Manual,Second Owner,4.184498335710889,1461.0,65.0,5,260000.0
Chevrolet,2009,50000.0,Petrol,Individual,Manual,Second Owner,6.375,995.0,63.0,5,90000.0
Ford,2012,60000.0,Diesel,Individual,Manual,First Owner,4.4,1399.0,68.0,5,280000.0
Mahindra,2014,106000.0,Diesel,Individual,Manual,Second Owner,4.23076923076923,1461.0,65.0,5,350000.0
Mahindra,2006,80000.0,Diesel,Individual,Manual,Second Owner,8.38095238095238,2179.0,120.0,7,229999.0
Mahindra,2016,80000.0,Diesel,Individual,Manual,Second Owner,5.513784461152882,2523.0,63.0,9,550000.0
Toyota,2013,110000.0,Diesel,Individual,Manual,Second Owner,6.774441878367975,2494.0,100.0,8,850000.0
Mahindra,2011,120000.0,Diesel,Individual,Manual,Third Owner,6.470588235294118,2523.0,63.0,7,370000.0
Maruti,2013,27000.0,Petrol,Individual,Manual,First Owner,4.875717017208413,998.0,67.1,5,250000.0
Maruti,2007,70000.0,Petrol,Individual,Manual,Second Owner,5.177664974619289,796.0,46.3,5,95000.0
Maruti,2010,70000.0,Petrol,Individual,Manual,Second Owner,5.396825396825397,1061.0,67.0,5,180000.0
Mahindra,2016,50000.0,Diesel,Individual,Automatic,First Owner,5.04297994269341,1493.0,100.0,7,650000.0
Hyundai,2018,60000.0,Diesel,Individual,Manual,First Owner,3.4645669291338583,1186.0,73.97,5,530000.0
Maruti,2017,15000.0,Petrol,Individual,Manual,First Owner,4.636363636363637,1197.0,81.8,5,610000.0
Maruti,2011,40000.0,Petrol,Individual,Manual,First Owner,5.604395604395604,998.0,67.1,5,200000.0
Mahindra,2010,135000.0,Diesel,Individual,Manual,First Owner,6.285714285714286,2498.0,112.0,8,265000.0
Tata,2018,26300.0,Petrol,Individual,Manual,First Owner,4.278523489932886,1199.0,84.0,5,560000.0
Mahindra,2014,120000.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,62.1,7,430000.0
Maruti,2017,35000.0,Diesel,Individual,Manual,First Owner,3.098591549295775,1248.0,74.02,5,711000.0
Maruti,2015,30000.0,Petrol,Individual,Manual,First Owner,4.892086330935252,1197.0,83.14,5,511000.0
Mahindra,2012,165000.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,62.1,7,450000.0
Tata,2015,50000.0,Petrol,Individual,Manual,First Owner,5.805350028457598,1193.0,88.7,5,325000.0
Renault,2013,120000.0,Diesel,Individual,Manual,First Owner,4.066543438077634,1461.0,84.8,5,434999.0
Ford,2010,100000.0,Diesel,Individual,Manual,Second Owner,4.4,1399.0,68.0,5,210000.0
Maruti,2007,120000.0,Petrol,Individual,Manual,Second Owner,6.8,1586.0,104.68,5,160000.0
Maruti,2017,70000.0,Petrol,Individual,Manual,Second Owner,5.828571428571428,1373.0,91.1,7,650000.0
Maruti,2008,90000.0,Diesel,Individual,Manual,Second Owner,3.492063492063492,1248.0,74.0,5,250000.0
Hyundai,2014,72000.0,Petrol,Individual,Manual,First Owner,5.483870967741935,1197.0,81.83,5,320000.0
Renault,2017,50000.0,Petrol,Individual,Manual,First Owner,4.432855280312907,999.0,67.0,5,290000.0
Tata,2013,30000.0,Petrol,Individual,Manual,First Owner,4.015748031496063,624.0,37.48,4,80000.0
Tata,2017,20000.0,Diesel,Individual,Manual,First Owner,6.24113475177305,2179.0,147.94,7,1100000.0
Maruti,2015,110000.0,Diesel,Individual,Manual,First Owner,3.3574971384967567,1248.0,88.5,5,600000.0
Renault,2017,25000.0,Petrol,Individual,Manual,First Owner,4.052443384982121,799.0,53.3,5,340000.0
Toyota,2014,120000.0,Diesel,Individual,Manual,First Owner,6.774441878367975,2494.0,100.6,7,750000.0
Maruti,2006,40000.0,Petrol,Individual,Manual,First Owner,5.177664974619289,796.0,46.3,5,100000.0
Renault,2019,10000.0,Petrol,Individual,Manual,First Owner,4.052443384982121,799.0,53.3,5,395000.0
Maruti,2010,65000.0,Petrol,Individual,Manual,First Owner,5.396825396825397,1061.0,67.0,5,200000.0
Maruti,2019,10000.0,others,Individual,Manual,First Owner,3.874202370100273,1196.0,61.7,5,450000.0
Mahindra,2012,110000.0,Petrol,Individual,Manual,Second Owner,7.354001441961068,1390.0,75.0,5,180000.0
Mahindra,2008,120000.0,Diesel,Individual,Manual,Second Owner,6.470588235294118,2523.0,63.0,7,190000.0
Maruti,2015,72000.0,Petrol,Individual,Manual,First Owner,6.636304489264802,1196.0,73.0,5,310000.0
Maruti,2014,89100.0,Diesel,Individual,Manual,Second Owner,3.793103448275862,1248.0,73.94,5,351000.0
Chevrolet,2006,94000.0,Petrol,Individual,Manual,Second Owner,5.862068965517242,1599.0,104.0,5,190000.0
Hyundai,2015,120000.0,Petrol,Individual,Manual,Second Owner,4.834123222748815,814.0,55.2,5,225000.0
Chevrolet,2012,110000.0,Petrol,Individual,Manual,First Owner,6.296296296296297,995.0,62.1,5,130000.0
Maruti,2018,50000.0,Diesel,Individual,Manual,First Owner,3.132787468850125,1248.0,88.5,5,1000000.0
Tata,2004,90000.0,Diesel,Individual,Manual,Third Owner,5.238095238095238,1405.0,62.0,5,55000.0
Chevrolet,2014,23000.0,Petrol,Individual,Manual,First Owner,5.604395604395604,1199.0,82.4,5,330000.0
Maruti,2013,50000.0,Petrol,Individual,Manual,First Owner,6.071428571428571,796.0,34.2,5,166000.0
Mahindra,2013,300000.0,Diesel,Individual,Manual,First Owner,6.285714285714286,2498.0,112.0,8,200000.0
Maruti,2011,50000.0,Petrol,Individual,Manual,Third Owner,4.875717017208413,998.0,67.1,5,140000.0
Maruti,2017,140000.0,others,Individual,Manual,First Owner,3.874202370100273,1196.0,61.7,5,370000.0
Hyundai,2019,16000.0,Petrol,Individual,Automatic,First Owner,5.862068965517242,1197.0,81.86,5,720000.0
Hyundai,2015,126000.0,Diesel,Individual,Manual,First Owner,4.1529023124115145,1396.0,88.73,5,500000.0
Hyundai,2019,15000.0,Petrol,Individual,Manual,First Owner,5.06454816285998,1197.0,81.86,5,570000.0
Maruti,2010,200000.0,Petrol,Individual,Manual,First Owner,5.828571428571428,1197.0,85.8,5,210000.0
Maruti,2009,120000.0,Petrol,Individual,Manual,First Owner,5.177664974619289,796.0,46.3,5,120000.0
Hyundai,2005,120000.0,Petrol,Individual,Manual,others,6.666666666666667,1341.0,83.0,5,95000.0
Hyundai,2010,110000.0,Petrol,Individual,Automatic,Third Owner,6.017699115044247,1197.0,78.9,5,196000.0
Maruti,2016,38000.0,Petrol,Individual,Manual,First Owner,6.636304489264802,1196.0,73.0,5,392000.0
Tata,2010,104000.0,Petrol,Individual,Manual,First Owner,6.8,1368.0,90.0,5,150000.0
Honda,2017,120000.0,Petrol,Individual,Manual,First Owner,6.623376623376623,1497.0,117.3,7,595000.0
Maruti,2018,35000.0,Diesel,Individual,Automatic,First Owner,3.6213991769547325,1248.0,88.5,5,833000.0
Maruti,2011,210000.0,Diesel,Individual,Manual,First Owner,3.842794759825328,1248.0,74.0,5,280000.0
Maruti,2003,35000.0,Petrol,Individual,Manual,Second Owner,6.335403726708074,796.0,37.0,4,35000.0
Maruti,2009,85000.0,Diesel,Individual,Manual,Third Owner,4.170616113744075,1248.0,73.9,5,180000.0
Maruti,2012,80000.0,Petrol,Individual,Manual,First Owner,5.396825396825397,998.0,67.1,5,225000.0
others,2012,50000.0,Diesel,Individual,Automatic,First Owner,5.929919137466307,2143.0,170.0,5,1400000.0
Hyundai,2009,40000.0,Diesel,Individual,Manual,First Owner,3.8260869565217392,1396.0,90.0,5,340000.0
Toyota,2010,216000.0,Diesel,Individual,Manual,First Owner,6.875,2494.0,102.0,8,550000.0
Maruti,2017,65000.0,Petrol,Individual,Manual,Second Owner,4.973183812774256,998.0,67.04,5,400000.0
Hyundai,2006,100000.0,Petrol,Individual,Manual,Third Owner,6.666666666666667,1341.0,83.0,5,90000.0
Maruti,2015,84000.0,Diesel,Individual,Manual,First Owner,3.132787468850125,1248.0,88.5,5,650000.0
Toyota,2012,210000.0,Diesel,Individual,Manual,First Owner,6.774441878367975,2494.0,100.0,7,730000.0
Chevrolet,2010,60000.0,Petrol,Individual,Manual,First Owner,6.684141546526868,1150.0,74.9,5,125000.0
Hyundai,2006,100000.0,Petrol,Individual,Manual,others,6.666666666666667,1341.0,83.0,5,81000.0
Maruti,2007,78000.0,Petrol,Individual,Manual,Second Owner,6.335403726708074,1298.0,88.2,5,170000.0
Honda,2002,161000.0,Petrol,Individual,Manual,others,7.846153846153847,1493.0,100.0,5,81000.0
Maruti,2005,70000.0,Petrol,Individual,Manual,Third Owner,5.177664974619289,796.0,46.3,5,95000.0
Tata,2010,50000.0,Petrol,Individual,Manual,Third Owner,3.9230769230769234,624.0,35.0,4,55000.0
Renault,2017,65000.0,Diesel,Individual,Manual,First Owner,4.404404404404404,1461.0,108.5,8,880000.0
Renault,2015,50000.0,Petrol,Individual,Manual,First Owner,4.052443384982121,799.0,53.3,5,200000.0
Maruti,2019,25000.0,Petrol,Individual,Manual,First Owner,4.970760233918129,1197.0,81.8,5,480000.0
Mahindra,2013,100000.0,Diesel,Individual,Manual,First Owner,5.513784461152882,2523.0,62.1,9,480000.0
Hyundai,2018,6000.0,Petrol,Individual,Manual,First Owner,5.483870967741935,1197.0,81.83,5,700000.0
Honda,2016,72113.0,Diesel,Individual,Manual,First Owner,4.018264840182649,1498.0,98.6,7,850000.0
Tata,2012,40000.0,Diesel,Individual,Manual,First Owner,3.7335596096733132,1396.0,70.0,5,300000.0
Hyundai,2017,8000.0,Petrol,Individual,Manual,First Owner,5.483870967741935,1197.0,81.83,5,650000.0
Maruti,2010,20000.0,Petrol,Individual,Manual,First Owner,4.834123222748815,1197.0,85.8,5,220000.0
Tata,2014,45000.0,Diesel,Individual,Manual,First Owner,4.609743321110529,1405.0,69.01,5,300000.0
Maruti,2014,80000.0,Diesel,Individual,Manual,First Owner,3.7606837606837606,1248.0,74.0,5,450000.0
Maruti,2014,90000.0,Diesel,Individual,Manual,First Owner,3.492063492063492,1248.0,74.0,5,400000.0
Maruti,2018,25000.0,Diesel,Individual,Manual,First Owner,3.50597609561753,1248.0,88.5,5,1030000.0
Tata,2010,100000.0,Diesel,Individual,Manual,Second Owner,4.680851063829787,1248.0,90.0,5,190000.0
Ford,2006,60000.0,Petrol,Individual,Manual,Second Owner,6.144578313253011,1388.0,68.0,5,140000.0
Hyundai,2018,30000.0,Diesel,Individual,Manual,First Owner,4.1529023124115145,1396.0,88.76,5,800000.0
Mahindra,2007,120000.0,Diesel,Individual,Manual,Third Owner,8.38095238095238,2609.0,120.0,7,229999.0
Tata,2011,80000.0,Diesel,Individual,Manual,Second Owner,6.317300789662599,2179.0,138.03,7,300000.0
Volkswagen,2011,69000.0,Diesel,Individual,Manual,Second Owner,4.284323271665044,1598.0,103.6,5,375000.0
Chevrolet,2010,75000.0,Petrol,Individual,Manual,First Owner,5.483870967741935,1199.0,79.4,5,140000.0
Maruti,2004,113000.0,Petrol,Individual,Manual,Second Owner,5.177664974619289,796.0,46.3,5,60000.0
Hyundai,2014,90000.0,Diesel,Individual,Manual,Second Owner,3.606557377049181,1120.0,71.01,5,420000.0
Renault,2012,100000.0,Diesel,Individual,Manual,Third Owner,3.812824956672444,1461.0,63.12,5,300000.0
Tata,2012,110000.0,Diesel,Individual,Manual,First Owner,3.9461883408071747,1248.0,74.0,5,150000.0
Ford,2015,90000.0,Diesel,Individual,Manual,First Owner,3.864734299516908,1498.0,98.59,5,600000.0
Ford,2011,100000.0,Diesel,Individual,Manual,Second Owner,4.4,1399.0,68.0,5,204999.0
Hyundai,2017,50000.0,Diesel,Individual,Manual,First Owner,3.4645669291338583,1186.0,73.97,5,625000.0
others,2011,200000.0,Diesel,Individual,Manual,First Owner,4.2926829268292686,1248.0,91.7,5,280000.0
Hyundai,2014,146000.0,Diesel,Individual,Automatic,Second Owner,6.764027671022291,2199.0,194.3,7,1050000.0
Chevrolet,2009,80000.0,Petrol,Individual,Manual,Second Owner,7.906976744186046,1598.0,102.5,5,250000.0
Tata,2010,96443.0,Diesel,Individual,Manual,Second Owner,7.605877268798617,2179.0,138.1,7,535000.0
Honda,2009,100000.0,Petrol,Individual,Automatic,Second Owner,8.717948717948719,2354.0,177.6,5,400000.0
Maruti,2019,10000.0,Petrol,Individual,Automatic,First Owner,4.809052333804809,1197.0,81.8,5,610000.0
Maruti,2014,110000.0,Diesel,Individual,Manual,First Owner,3.7606837606837606,1248.0,74.0,5,509999.0
Tata,2014,86000.0,Diesel,Individual,Manual,Second Owner,6.285714285714286,2179.0,138.1,7,521000.0
Maruti,2014,100000.0,Diesel,Individual,Manual,First Owner,3.7606837606837606,1248.0,74.0,5,511000.0
Hyundai,2014,91000.0,Diesel,Individual,Manual,First Owner,3.904170363797693,1396.0,88.73,5,451000.0
Hyundai,2009,100000.0,Petrol,Individual,Manual,First Owner,5.009823182711199,1197.0,78.9,5,170000.0
Maruti,2013,120000.0,Diesel,Individual,Manual,Second Owner,3.7606837606837606,1248.0,74.0,5,450000.0
Honda,2011,90000.0,Petrol,Individual,Manual,Second Owner,6.0,1497.0,118.0,5,375000.0
Maruti,2016,60000.0,Petrol,Individual,Manual,Second Owner,4.485488126649077,796.0,47.3,5,305000.0
Renault,2016,51500.0,Petrol,Individual,Manual,First Owner,4.052443384982121,799.0,53.3,5,315000.0
Chevrolet,2016,60000.0,Diesel,Individual,Manual,Second Owner,3.981900452488688,1248.0,74.0,5,250000.0
Ford,2012,104500.0,Diesel,Individual,Manual,Second Owner,4.4,1399.0,68.0,5,200000.0
Ford,2018,30000.0,Diesel,Individual,Manual,First Owner,3.8260869565217392,1498.0,98.96,5,950000.0
Renault,2012,120000.0,Diesel,Individual,Manual,Third Owner,4.629142556549184,1461.0,108.45,5,400000.0
Maruti,2014,100000.0,Diesel,Individual,Manual,Second Owner,3.842794759825328,1248.0,74.0,5,509999.0
Honda,2008,90000.0,Petrol,Individual,Manual,Third Owner,7.555555555555555,1799.0,130.0,5,375000.0
Maruti,2005,150000.0,Petrol,Individual,Manual,Third Owner,5.396825396825397,998.0,67.1,5,150000.0
Maruti,2006,60000.0,Petrol,Individual,Automatic,First Owner,5.396825396825397,998.0,67.1,5,75000.0
Hyundai,2015,50000.0,Petrol,Individual,Manual,Second Owner,5.851979345955249,1396.0,105.5,5,465000.0
Hyundai,2019,10000.0,Diesel,Individual,Manual,First Owner,3.6666666666666665,1186.0,73.97,5,700000.0
Mahindra,2015,120000.0,Diesel,Individual,Manual,Third Owner,5.7142857142857135,1997.0,120.0,7,950000.0
